store_number,store_name,dba,address,address_line_2,city,state,zip_code,country,phone_number,store_type,website_address,latitude,longitude,country_code,county,geo_accuracy
9831f951-458a-e111-8dde-005056934050,Lawrence Goodwill Store,Goodwill Industries,2747 Belmont Avenue,,Youngstown,OH,44505,United States,(330) 759-7921,,Http://www.goodwillyoungstown.org/,41.13499744,-80.66497755,US,Mahoning,AGGDATA_VERIFIED: ROOFTOP
0083f55d-458a-e111-8dde-005056934050,Southport Goodwill Store,Goodwill Industries,285 Boardman-canfield Rd.,,Boardman,OH,44512,United States,(330) 758-0282,"Donation Center,retail Store",Http://www.goodwillyoungstown.org/,41.02358673,-80.67202538,US,Mahoning,AGGDATA_VERIFIED: ROOFTOP
2950d37b-458a-e111-8dde-005056934050,Nora Goodwill Store,Goodwill Industries,6009 Mahoning Avenue,,Austintown,OH,44515,United States,(330) 792-8830,"Donation Center,retail Store",Http://www.goodwillyoungstown.org/,41.09767856,-80.77592134,US,Mahoning,AGGDATA_VERIFIED: ROOFTOP
276d7be7-458a-e111-8dde-005056934050,Goodwill Outlet Store-west,Goodwill Industries,12501 State St,,Alliance,OH,44601,United States,(330) 821-4880,"Donation Center,retail Store",Http://www.goodwillgoodskills.org,40.9027755,-81.16103081,US,Stark,AGGDATA_VERIFIED: ROOFTOP
0aeb6cff-458a-e111-8dde-005056934050,West Washington Goodwill Store,Goodwill Industries,709 Canton Rd,,Carrollton,OH,44615,United States,(330) 627-9868,"Donation Center,retail Store",Http://www.goodwillgoodskills.org,40.5824402,-81.09291796,US,Carroll,AGGDATA_VERIFIED: ROOFTOP
9cba0a34-458a-e111-8dde-005056934050,Castleton Goodwill Store,Goodwill Industries,2745 Indian River Rd Sw,,Massillon,OH,44646,United States,(330) 833-9825,"Donation Center,retail Store",Http://www.goodwillgoodskills.org,40.76899005,-81.52219813,US,Stark,AGGDATA_VERIFIED: ROOFTOP
Bfb08ecf-458a-e111-8dde-005056934050,Lafayette Road Goodwill Store,Goodwill Industries,2102 Lincoln Way East,,Massillon,OH,44646,United States,,Donation Center,Http://www.goodwillgoodskills.org,40.79873,-81.494198,US,Stark,PREMISE: ROOFTOP
E8f4a1b7-458a-e111-8dde-005056934050,East 96th Street Goodwill Store,Goodwill Industries,1098 Glenn Drive,,Millersburg,OH,44654,United States,(330) 674-9222,"Donation Center,retail Store",Http://www.goodwillconnect.org,40.54198136,-81.91584914,US,Holmes,AGGDATA_VERIFIED: ROOFTOP
F4127ce1-458a-e111-8dde-005056934050,College Park Goodwill Store,Goodwill Industries,260 Bluebell Dr Nw,,New Philadelphia,OH,44663,United States,(330) 339-5746,"Donation Center,retail Store,staffing Services",Http://www.goodwillgoodskills.org,40.49577212,-81.4742728,US,Tuscarawas,AGGDATA_VERIFIED: ROOFTOP
38687f0a-c5a9-e311-9471-0050568924e6,Community City Building,Goodwill Industries,13038 Cleveland Avenue Nw,,Uniontown,OH,44685,United States,,Donation Center,Http://www.goodwillgoodskills.org,40.975886,-81.406723,US,Summit,PREMISE: ROOFTOP
65d777b2-aad6-e611-bbdb-005056890337,Dyer Retail Store,Goodwill Industries,1034 Nold Avenue,,Wooster,OH,44691,United States,(330) 264-1300,Career Services,Http://www.goodwillconnect.org,40.8032525,-81.9261146,US,Wayne,AGGDATA_VERIFIED: ROOFTOP
E9943878-7512-e811-b706-005056890337,Griffith Retail Store,Goodwill Industries,1034 Nold Aveneue,,Wooster,OH,44691,United States,(330) 264-1300,,Http://www.goodwillconnect.org,40.8032525,-81.9261146,US,Wayne,AGGDATA_VERIFIED: ROOFTOP
161a94c9-458a-e111-8dde-005056934050,Hobart Retail Store,Goodwill Industries,142 W Milltown Road,,Wooster,OH,44691,United States,(330) 262-7196,"Donation Center,retail Store",Http://www.goodwillconnect.org,40.8439269,-81.94111543,US,Wayne,AGGDATA_VERIFIED: ROOFTOP
634789d5-458a-e111-8dde-005056934050,Kroger Store Donation Center,Goodwill Industries,1201 N. Main St,,Orrville,OH,44691,United States,(330) 684-2050,"Donation Center,retail Store",Http://www.goodwillconnect.org,40.85211752,-81.7645446,US,Wayne,AGGDATA_VERIFIED: ROOFTOP
E11adb75-458a-e111-8dde-005056934050,Laporte Retail Store,Goodwill Industries,2630 Atlantic Blvd,,Canton,OH,44705,United States,(330) 456-8020,"Donation Center,retail Store",Http://www.goodwillgoodskills.org,40.83415112,-81.33528421,US,Stark,AGGDATA_VERIFIED: ROOFTOP
484789d5-458a-e111-8dde-005056934050,K-mart Donation Center,Goodwill Industries,408 Ninth St Sw,,Canton,OH,44707,United States,(330) 454-9461,Donation Center,Http://www.goodwillgoodskills.org,40.7913771,-81.3803249,US,Stark,AGGDATA_VERIFIED: ROOFTOP
55deca87-458a-e111-8dde-005056934050,Michigan City Retail Store,Goodwill Industries,"408 Ninth Street, S. W.",,Canton,OH,44707,United States,(330) 454-9461,,Http://www.goodwillgoodskills.org,40.79162654,-81.38024725,US,Stark,AGGDATA_VERIFIED: ROOFTOP
A9deca87-458a-e111-8dde-005056934050,Lowe's Donation Center,Goodwill Industries,408 Ninth St Sw,,Canton,OH,44707,United States,(330) 454-9461,Donation Center,Http://www.goodwillgoodskills.org,40.7913771,-81.3803249,US,Stark,AGGDATA_VERIFIED: ROOFTOP
Aadeca87-458a-e111-8dde-005056934050,Karwick Plaza Donation Center,Goodwill Industries,5139 Tuscarawas Street West,,Canton,OH,44708,United States,,Retail Store,Http://www.goodwillgoodskills.org,40.794249,-81.44755,US,Stark,PREMISE: ROOFTOP
Bfe6cd81-458a-e111-8dde-005056934050,Portage Retail Store,Goodwill Industries,2905 Whipple Ave,,Canton,OH,44708,United States,,Donation Center,Http://www.goodwillgoodskills.org,40.83128716,-81.42665195,US,Stark,AGGDATA_VERIFIED: ROOFTOP
9039fc4b-458a-e111-8dde-005056934050,St. John Retail Store,Goodwill Industries,7257 Fulton Road Nw,,Canton,OH,44718,United States,(234) 348-9003,"Donation Center,retail Store",Http://www.goodwillgoodskills.org,40.86205941,-81.48349067,US,Stark,AGGDATA_VERIFIED: ROOFTOP
A24dfd57-458a-e111-8dde-005056934050,Valparaiso Retail Store,Goodwill Industries,4379 Whipple Ave Nw,,Canton,OH,44718,United States,,"Donation Center,outlet Store",Http://www.goodwillgoodskills.org,40.84792214,-81.42596377,US,Stark,AGGDATA_VERIFIED: ROOFTOP
B4deca87-458a-e111-8dde-005056934050,Wiseway Donation Center,Goodwill Industries,1230 N Main Street,,North Canton,OH,44720,United States,(330) 494-2464,"Donation Center,retail Store",Http://www.goodwillgoodskills.org,40.88948,-81.404797,US,Stark,AGGDATA_VERIFIED: ROOFTOP
3f6a3bef-4f8d-e211-87d7-0050568924e6,University Park Apartments Donation Center,Goodwill Industries,2605 Easton Street Ne,,Canton,OH,44721,United States,,Donation Center,Http://www.goodwillgoodskills.org,40.873933,-81.332753,US,Stark,AGGDATA_VERIFIED: ROOFTOP
1cb18ecf-458a-e111-8dde-005056934050,Gary Outlet Store,Goodwill Industries,1611 Claremont Ave,,Ashland,OH,44805,United States,(419) 289-2589,"Donation Center,retail Store",Https://www.goodwillakron.org,40.85260676,-82.33618194,US,Ashland,AGGDATA_VERIFIED: ROOFTOP
0a408ae2-4f8d-e211-87d7-0050568924e6,Indiana Wesleyen University Donation Center,Goodwill Industries,855 W Main St,,Bellevue,OH,44811,United States,(419) 483-2244,"Donation Center,retail Store",Http://www.goodwillsandusky.org,41.27892544,-82.86176758,US,Huron,AGGDATA_VERIFIED: ROOFTOP
8a4ea1bd-458a-e111-8dde-005056934050,Merrill Point Retail Store,Goodwill Industries,211 S. Stetzer Rd,,Bucyrus,OH,44820,United States,(419) 617-1777,"Donation Center,retail Store",Http://www.mariongoodwill.org/,40.810488,-82.948056,US,Crawford,PREMISE: ROOFTOP
A6deca87-458a-e111-8dde-005056934050,Strack & Van Til Donation Center,Goodwill Industries,753 Carter Drive,,Galion,OH,44833,United States,(419) 462-0661,"Donation Center,retail Store",Http://www.mariongoodwill.org/,40.74009748,-82.80263979,US,Marion,AGGDATA_VERIFIED: ROOFTOP
584dfd57-458a-e111-8dde-005056934050,Greater Argos Recycling And Donation Center,Goodwill Industries,310 Lake Erie Pkwy,,Huron,OH,44839,United States,(419) 433-7542,"Donation Center,retail Store",Http://www.goodwillsandusky.org,41.40657104,-82.59014662,US,Erie,AGGDATA_VERIFIED: ROOFTOP
2f66aaab-458a-e111-8dde-005056934050,1st Source Banking Donation Center,Goodwill Industries,16630 State Route 3,,Loudonville,OH,44842,United States,(419) 994-2323,"Donation Center,retail Store",Http://www.goodwillconnect.org,40.64057603,-82.21798396,US,Ashland,AGGDATA_VERIFIED: ROOFTOP
Fe4ee869-458a-e111-8dde-005056934050,Harding's Friendly Market Donation Center,Goodwill Industries,295 Milan Ave. (rt250),,Norwalk,OH,44857,United States,(419) 668-4205,"Donation Center,retail Store",Http://www.goodwillsandusky.org,41.26578273,-82.61142302,US,Erie,AGGDATA_VERIFIED: ROOFTOP
01176eff-a9d6-e611-bbdb-005056890337,Concord Retail Store And Career Center,Goodwill Industries,419 West Market Street,,Sandusky,OH,44870,United States,(419) 625-4744,Staffing Services,Http://www.goodwillsandusky.org,41.45553108,-82.71468104,US,Erie,AGGDATA_VERIFIED: ROOFTOP
84deca87-458a-e111-8dde-005056934050,Martin's Supermarket Donation Center,Goodwill Industries,419 West Market Street,,Sandusky,OH,44870,United States,(419) 625-4744,Outlet Store,Http://www.goodwillsandusky.org,41.45553108,-82.71468104,US,Erie,AGGDATA_VERIFIED: ROOFTOP
E438fc4b-458a-e111-8dde-005056934050,Elkhart North Retail Store,Goodwill Industries,924 E Perkins Ave,,Sandusky,OH,44870,United States,(419) 625-2910,"Donation Center,retail Store",Http://www.goodwillsandusky.org,41.43222653,-82.68537953,US,Erie,AGGDATA_VERIFIED: ROOFTOP
7de6cd81-458a-e111-8dde-005056934050,Martin's Supermarket Donation Center,Goodwill Industries,2437 W Market St,,Tiffin,OH,44883,United States,(419) 443-1370,"Donation Center,retail Store",Http://www.goodwillnwohio.com,41.10996098,-83.21712919,US,Seneca,AGGDATA_VERIFIED: ROOFTOP
17e6cd81-458a-e111-8dde-005056934050,Linway Plaza Donation Center,Goodwill Industries,117 W Walton Ave,,Willard,OH,44890,United States,(419) 935-4048,"Donation Center,retail Store",Http://www.goodwillsandusky.org,41.04190645,-82.72843123,US,Huron,AGGDATA_VERIFIED: ROOFTOP
03137ce1-458a-e111-8dde-005056934050,Sav-a-lot Donation Center,Goodwill Industries,2154 W. Fourth Street,,Ontario,OH,44906,United States,(419) 529-2114,"Donation Center,retail Store",Https://www.goodwillakron.org,40.77448518,-82.59198596,US,Richland,AGGDATA_VERIFIED: ROOFTOP
C14789d5-458a-e111-8dde-005056934050,Goshen Retail Store,Goodwill Industries,2154 W Fourth Street,,Ontario,OH,44906,United States,,"Donation Center,retail Store",Https://www.goodwillakron.org,40.77448518,-82.59198596,US,Richland,AGGDATA_VERIFIED: ROOFTOP
Adba0a34-458a-e111-8dde-005056934050,Granger Retail Store,Goodwill Industries,1280 Lexington Ave,,Mansfield,OH,44907,United States,(567) 215-0200,"Donation Center,retail Store",Https://www.goodwillakron.org,40.72473011,-82.54278168,US,Richland,AGGDATA_VERIFIED: ROOFTOP
3a66aaab-458a-e111-8dde-005056934050,Martin's Supermarket Donation Center,Goodwill Industries,1280 Lexington Ave,,Mansfield,OH,44907,United States,(567) 215-0200,"Donation Center,retail Store",Https://www.goodwillakron.org,40.72473011,-82.54278168,US,Richland,AGGDATA_VERIFIED: ROOFTOP
7d4789d5-458a-e111-8dde-005056934050,Community Wide Federal Credit Union Donation Center,Goodwill Industries,3526 Towne Blvd,,Franklin,OH,45005,United States,(513) 423-0843,"Donation Center,retail Store",Http://www.gesmv.org,39.4973305,-84.3272105,US,Warren,AGGDATA_VERIFIED: ROOFTOP
064fe869-458a-e111-8dde-005056934050,Union Township Trustees Office Donation Center,Goodwill Industries,5565 Liberty Fairfield Rd,,Liberty Twp,OH,45011,United States,,Donation Center,Http://www.cincinnatigoodwill.org/,39.41531352,-84.47596251,US,Butler,AGGDATA_VERIFIED: ROOFTOP
0c4fe869-458a-e111-8dde-005056934050,1st Source Banking Donation Center,Goodwill Industries,1555 Main Street,,Hamilton,OH,45013,United States,(513) 737-1790,"Donation Center,retail Store",Http://www.cincinnatigoodwill.org/,39.428603,-84.599105,US,Butler,PREMISE: ROOFTOP
Addeca87-458a-e111-8dde-005056934050,Harding's Friendly Market Donation Center,Goodwill Industries,4605 Dixie Highway,,Fairfield,OH,45014,United States,(513) 939-0020,"Donation Center,retail Store",Http://www.cincinnatigoodwill.org/,39.35098949,-84.54489442,US,Butler,AGGDATA_VERIFIED: ROOFTOP
104fe869-458a-e111-8dde-005056934050,Martin's Supermarket Donation Center,Goodwill Industries,1110 Harrison Ave,,Harrison,OH,45030,United States,(513) 367-2495,"Donation Center,retail Store",Http://www.cincinnatigoodwill.org/,39.25628942,-84.80214112,US,Hamilton,AGGDATA_VERIFIED: ROOFTOP
7996d335-44db-e511-a94f-005056890337,Better World Books Donation Center,Goodwill Industries,1161 E. Main Street,,Lebanon,OH,45036,United States,(513) 932-6856,"Donation Center,retail Store",Http://www.cincinnatigoodwill.org/,39.42926338,-84.18562573,US,Warren,AGGDATA_VERIFIED: ROOFTOP
144fe869-458a-e111-8dde-005056934050,"Sears, Roebuck & Co Donation Center",Goodwill Industries,1515 Genntown Road,,Lebanon,OH,45036,United States,(513) 228-5400,"Donation Center,retail Store",Http://www.gesmv.org,39.45533337,-84.17681158,US,Warren,AGGDATA_VERIFIED: ROOFTOP
73526deb-c5a9-e311-9471-0050568924e6,Habitat - Restore,Goodwill Industries,1063 Reading Rd.,,Mason,OH,45040,United States,(513) 770-3290,"Donation Center,retail Store",Http://www.cincinnatigoodwill.org/,39.3401097,-84.3395659,US,Warren,AGGDATA_VERIFIED: ROOFTOP
Ee30f951-458a-e111-8dde-005056934050,Grape Road Retail Store,Goodwill Industries,203 South Locust Street,,Oxford,OH,45056,United States,(513) 273-2053,"Donation Center,retail Store",Http://www.cincinnatigoodwill.org/,39.50793495,-84.74863154,US,Butler,AGGDATA_VERIFIED: ROOFTOP
2d6578ed-458a-e111-8dde-005056934050,Community Wide Federal Credit Union Donation Center,Goodwill Industries,7773 Cincinnati Dayton Road,,West Chester,OH,45069,United States,(513) 755-0575,"Donation Center,retail Store",Http://www.cincinnatigoodwill.org/,39.35844349,-84.39551634,US,Butler,AGGDATA_VERIFIED: ROOFTOP
98b08ecf-458a-e111-8dde-005056934050,K-mart Donation Center,Goodwill Industries,87 East Main St.,,Amelia,OH,45102,United States,,Donation Center,Http://www.cincinnatigoodwill.org/,39.0246815,-84.2124712,US,Clermont,AGGDATA_VERIFIED: ROOFTOP
15efc214-44db-e511-a94f-005056890337,Martin's Super Store Donation Center,Goodwill Industries,500 Harry Sauner Road,,Hillsboro,OH,45133,United States,(937) 403-0440,"Donation Center,retail Store",Http://www.gesmv.org,39.227368,-83.616605,US,Highland,PREMISE: ROOFTOP
E648bb93-458a-e111-8dde-005056934050,Notre Dame Federal Credit Union Donation Center,Goodwill Industries,8927 Columbia Road,,Landen,OH,45140,United States,,Donation Center,Http://www.cincinnatigoodwill.org/,39.3056648,-84.2797586,US,Warren,PREMISE: ROOFTOP
Eb0fa42f-aed6-e611-bbdb-005056890337,Ash Road Attended Donation Center,Goodwill Industries,330 Loveland Madeira Rd,,Loveland,OH,45140,United States,(513) 683-1151,"Donation Center,retail Store",Http://www.cincinnatigoodwill.org/,39.2665196,-84.26762598,US,Clermont,AGGDATA_VERIFIED: ROOFTOP
263ac5f1-ddf4-ed11-810c-00505689ac90,Plymouth Retail Store,Goodwill Industries,985 State Route 28,,Milford,OH,45150,United States,,Donation Center,Http://www.cincinnatigoodwill.org/,39.19225159,-84.2468774,US,Clermont,AGGDATA_VERIFIED: ROOFTOP
5651053a-458a-e111-8dde-005056934050,Martin's Supermarket Donation Center,Goodwill Industries,1685 Rombach Avenue,,Wilmington,OH,45177,United States,(937) 366-1200,"Donation Center,retail Store",Http://www.gesmv.org,39.45127916,-83.79867961,US,Clinton,AGGDATA_VERIFIED: ROOFTOP
B0deca87-458a-e111-8dde-005056934050,Family Dollar Donation Center,Goodwill Industries,3080 Markbreit Ave,,Cincinnati,OH,45209,United States,(513) 631-6348,"Donation Center,retail Store",Http://www.cincinnatigoodwill.org/,39.15178635,-84.43102732,US,Hamilton,AGGDATA_VERIFIED: ROOFTOP
3a84e06f-458a-e111-8dde-005056934050,Pamida Donation Center,Goodwill Industries,3980 N Bend Rd,,Cincinnati,OH,45211,United States,(513) 662-7080,"Donation Center,retail Store",Http://www.cincinnatigoodwill.org/,39.1623641,-84.60542053,US,Hamilton,AGGDATA_VERIFIED: ROOFTOP
B9deca87-458a-e111-8dde-005056934050,Monteith Tire Donation Center,Goodwill Industries,10600 Springfield Pike,,Cincinnati,OH,45215,United States,(513) 771-4804,"Donation Center,retail Store",Http://www.cincinnatigoodwill.org/,39.26265143,-84.46865031,US,Hamilton,AGGDATA_VERIFIED: ROOFTOP
Badfb599-458a-e111-8dde-005056934050,Ray & Kenney's Supervalue Donation Center,Goodwill Industries,10600 Springfield Pike,,Cincinnati,OH,45215,United States,(513) 771-4800,"Career Services,donation Center,retail Store",Http://www.cincinnatigoodwill.org/,39.26265143,-84.46865031,US,Hamilton,AGGDATA_VERIFIED: ROOFTOP
716eada5-458a-e111-8dde-005056934050,Warsaw Retail Store,Goodwill Industries,10633 Glendale Rd,,Cincinanti,OH,45215,United States,(513) 771-0387,"Donation Center,outlet Store",Http://www.cincinnatigoodwill.org/,39.263339,-84.464034,US,Hamilton,PREMISE: ROOFTOP
864789d5-458a-e111-8dde-005056934050,Lowe's Donation Center,Goodwill Industries,6700 Winton Road,,Cincinnati,OH,45224,United States,,Donation Center,Http://www.cincinnatigoodwill.org/,39.20365564,-84.52106822,US,Hamilton,AGGDATA_VERIFIED: ROOFTOP
Eb1994c9-458a-e111-8dde-005056934050,Owen's Store Donation Center,Goodwill Industries,2234 Beechmont Ave.,,Cincinnati,OH,45230,United States,(513) 231-1459,"Donation Center,retail Store",Http://www.cincinnatigoodwill.org/,39.095001,-84.386956,US,Hamilton,PREMISE: ROOFTOP
Bfdeca87-458a-e111-8dde-005056934050,Auto Zone Donation Center,Goodwill Industries,6096 Cleves-warsaw Pike,,Cincinnati,OH,45233,United States,,Donation Center,Http://www.cincinnatigoodwill.org/,39.11963,-84.652021,US,Hamilton,PREMISE: ROOFTOP
930c3264-a9d6-e611-bbdb-005056890337,Martin's Supermarket Donation Center,Goodwill Industries,9410 Kenwood Rd.,,Cincinnati,OH,45242,United States,,Donation Center,Http://www.cincinnatigoodwill.org/,39.22821195,-84.37706145,US,Hamilton,AGGDATA_VERIFIED: ROOFTOP
2d80a4db-4e8d-e211-87d7-0050568924e6,Community Wide Federal Credit Union Donation Center,Goodwill Industries,9820 Montgomery Road,,Cincinnati,OH,45242,United States,(513) 791-7058,"Donation Center,retail Store",Http://www.cincinnatigoodwill.org/,39.23458181,-84.35070916,US,Hamilton,AGGDATA_VERIFIED: ROOFTOP
3584e06f-458a-e111-8dde-005056934050,Martin's Supermarket Donation Center,Goodwill Industries,4051 Commercial Blvd,,Cincinnati,OH,45245,United States,(513) 752-0067,"Donation Center,retail Store",Http://www.cincinnatigoodwill.org/,39.07106431,-84.29473572,US,Clermont,AGGDATA_VERIFIED: ROOFTOP
C9deca87-458a-e111-8dde-005056934050,Kroger Store Donation Center,Goodwill Industries,9289 Colerain Ave,,Cincinnati,OH,45251,United States,,Donation Center,Http://www.cincinnatigoodwill.org/,39.24044009,-84.59335054,US,Hamilton,AGGDATA_VERIFIED: ROOFTOP
1466aaab-458a-e111-8dde-005056934050,Ireland Road Retail Store,Goodwill Industries,7759 Hoke Rd.,,Clayton,OH,45315,United States,(937) 528-7160,"Donation Center,retail Store",Http://www.gesmv.org,39.858661,-84.330726,US,Montgomery,PREMISE: ROOFTOP
6b4ee869-458a-e111-8dde-005056934050,Western Avenue Retail Store,Goodwill Industries,606 Taywood Rd,,Englewood,OH,45322,United States,(937) 832-9190,"Donation Center,retail Store",Http://www.gesmv.org,39.86580662,-84.2901034,US,Montgomery,AGGDATA_VERIFIED: ROOFTOP
7c4dfd57-458a-e111-8dde-005056934050,Cleveland Road Retail Store,Goodwill Industries,1511 Dayton Yellow Springs Rd.,,Fairborn,OH,45324,United States,(937) 528-6070,"Donation Center,retail Store",Http://www.gesmv.org,39.7831863,-84.0030668,US,Greene,STREET_ADDRESS: RANGE_INTERPOLATED
006d7be7-458a-e111-8dde-005056934050,Martin's Supermarket Donation Center,Goodwill Industries,637 Wagner Ave,,Greenville,OH,45331,United States,(937) 548-4496,"Donation Center,retail Store",Http://www.gesmv.org,40.1182338,-84.6206447,US,Darke,AGGDATA_VERIFIED: ROOFTOP
C64dfd57-458a-e111-8dde-005056934050,Community Wide Federal Credit Union Donation Center,Goodwill Industries,1258 E Central Ave,,Miamisburg,OH,45342,United States,(937) 866-9340,"Donation Center,retail Store",Http://www.gesmv.org,39.63951513,-84.26699229,US,Montgomery,AGGDATA_VERIFIED: ROOFTOP
1d6578ed-458a-e111-8dde-005056934050,1651 N. Wayne Street Store,Goodwill Industries,1266 E. Ash Street,,Piqua,OH,45356,United States,,"Donation Center,retail Store",Http://www.gesmv.org,40.1529927,-84.21067,US,Miami,STREET_ADDRESS: ROOFTOP
437b2423-aae7-e111-b9e9-005056934050,1003 W 7th Steet Store,Goodwill Industries,417 E Court St,,Sidney,OH,45365,United States,(937) 498-7537,"Donation Center,retail Store",Http://www.gesmv.org,40.28415211,-84.15106435,US,Shelby,AGGDATA_VERIFIED: ROOFTOP
805ea7b1-458a-e111-8dde-005056934050,1966 N Jefferson St Store,Goodwill Industries,1660 W Main St,,Troy,OH,45373,United States,(937) 339-2211,"Donation Center,retail Store",Http://www.gesmv.org,40.050762,-84.2309257,US,Miami,AGGDATA_VERIFIED: ROOFTOP
E4f4a1b7-458a-e111-8dde-005056934050,"Goodwill Industries Of Northeast Indiana, Inc.",Goodwill Industries,163 N Allison Ave,,Xenia,OH,45385,United States,(937) 372-0759,"Donation Center,retail Store",Http://www.gesmv.org,39.68635182,-83.9427352,US,Greene,AGGDATA_VERIFIED: ROOFTOP
Fb0b0740-458a-e111-8dde-005056934050,6256 W Jefferson Blvd Store,Goodwill Industries,501 E 5th St,,Dayton,OH,45402,United States,(937) 228-4737,"Donation Center,retail Store",Http://www.gesmv.org,39.75740355,-84.18354426,US,Montgomery,AGGDATA_VERIFIED: ROOFTOP
583caa70-36d8-e611-bbdb-005056890337,3101 East State Blvd,Goodwill Industries,660 S. Main Street,,Dayton,OH,45402,United States,(937) 461-4800,"Career Services,donation Center",Http://www.gesmv.org,39.74981481,-84.18873182,US,Montgomery,AGGDATA_VERIFIED: ROOFTOP
0d81033e-8797-e211-87d7-0050568924e6,4122 Lima Road Store,Goodwill Industries,660 S. Main Street,,Dayton,OH,45402,United States,,Donation Center,Http://www.gesmv.org,39.74981481,-84.18873182,US,Montgomery,AGGDATA_VERIFIED: ROOFTOP
8839fc4b-458a-e111-8dde-005056934050,3127 Brooklyn Ave Store,Goodwill Industries,6868 Miller Lane,,Dayton,OH,45414,United States,(937) 528-6590,"Donation Center,retail Store",Http://www.gesmv.org,39.84692122,-84.19113543,US,Montgomery,AGGDATA_VERIFIED: ROOFTOP
9f0b0740-458a-e111-8dde-005056934050,525 E Dupont Rd Store,Goodwill Industries,5400 N Dixie Dr,,Dayton,OH,45414,United States,(937) 277-1058,"Donation Center,retail Store",Http://www.gesmv.org,39.81676375,-84.1976389,US,Montgomery,AGGDATA_VERIFIED: ROOFTOP
6f6478ed-458a-e111-8dde-005056934050,10540 Maysville Rd Store,Goodwill Industries,1750 Woodman Drive,,Dayton,OH,45420,United States,(937) 781-9532,"Donation Center,outlet Store",Http://www.gesmv.org,39.72953228,-84.1206426,US,Montgomery,AGGDATA_VERIFIED: ROOFTOP
436eada5-458a-e111-8dde-005056934050,Kokomo Goodwill Store,Goodwill Industries,1970 E Dorothy Ln,,Kettering,OH,45420,United States,(937) 643-9890,"Donation Center,retail Store",Http://www.gesmv.org,39.70242122,-84.12850683,US,Montgomery,AGGDATA_VERIFIED: ROOFTOP
050b3443-31cf-e411-b4ab-0050568924e6,Kokomo-west Goodwill Store,Goodwill Industries,1040 Patterson Rd,,Dayton,OH,45420,United States,(937) 252-9835,"Donation Center,retail Store",Http://www.gesmv.org,39.7228032,-84.15034404,US,Montgomery,AGGDATA_VERIFIED: ROOFTOP
711a94c9-458a-e111-8dde-005056934050,Logansport Retail Store,Goodwill Industries,7590 Brandt Pike,,Huber Heights,OH,45424,United States,(937) 528-6580,"Donation Center,retail Store",Http://www.gesmv.org,39.86255487,-84.10249503,US,Montgomery,AGGDATA_VERIFIED: ROOFTOP
Bb137ce1-458a-e111-8dde-005056934050,Marion Goodwill Store,Goodwill Industries,2309 N. Fairfield Road,,Beavercreek,OH,45431,United States,(937) 431-3784,"Donation Center,retail Store",Http://www.gesmv.org,39.75693135,-84.05446798,US,Greene,AGGDATA_VERIFIED: ROOFTOP
7683e06f-458a-e111-8dde-005056934050,Ace Hardware Donation Center,Goodwill Industries,9070 South Main Street,,Centerville,OH,45458,United States,,Donation Center,Http://www.gesmv.org,39.61241563,-84.15971367,US,Montgomery,AGGDATA_VERIFIED: ROOFTOP
1b4fe869-458a-e111-8dde-005056934050,Christian Fellowship Church Donation Center,Goodwill Industries,950 Miamisburg Centerville Rd,,Centerville,OH,45459,United States,(937) 434-5335,"Donation Center,retail Store",Http://www.gesmv.org,39.6268708,-84.1859586,US,Montgomery,AGGDATA_VERIFIED: ROOFTOP
7239fc4b-458a-e111-8dde-005056934050,K-mart Donation Center,Goodwill Industries,1961 N Bechtle Ave,,Springfield,OH,45504,United States,(937) 399-9013,"Donation Center,retail Store",Http://www.gesmv.org,39.95180399,-83.83106008,US,Clark,AGGDATA_VERIFIED: ROOFTOP
Dd19f063-458a-e111-8dde-005056934050,Broadway Plaza Donation Center,Goodwill Industries,291 E Leffel Ln,,Springfield,OH,45505,United States,(937) 324-8638,"Donation Center,retail Store",Http://www.gesmv.org,39.89379605,-83.80834112,US,Clark,AGGDATA_VERIFIED: ROOFTOP
C3deca87-458a-e111-8dde-005056934050,Five Star Donation Center,Goodwill Industries,1085 N Bridge St Ste 4,,Chillicothe,OH,45601,United States,(740) 702-4000,"Donation Center,retail Store",Http://www.gwisco.org/,39.358098,-82.976385,US,Ross,PREMISE: ROOFTOP
38deca87-458a-e111-8dde-005056934050,Rochester Retail Store,Goodwill Industries,Po Box 93,,Chillicothe,OH,45601,United States,(740) 702-4000,Career Services,Http://www.gwisco.org/,39.3331197,-82.9824019,US,Ross,LOCALITY: APPROXIMATE
B7deca87-458a-e111-8dde-005056934050,Zion Lutheran Church Donation Center,Goodwill Industries,2549 Western Ave,,Chillicothe,OH,45601,United States,(740) 702-4000,"Donation Center,retail Store",Http://www.gwisco.org/,39.34684698,-83.03896134,US,Ross,AGGDATA_VERIFIED: ROOFTOP
94e49bc3-458a-e111-8dde-005056934050,Big R Store Of Wabash,Goodwill Industries,596 Silver Bridge Plaza,,Gallipolis,OH,45631,United States,(740) 441-0336,"Donation Center,retail Store",Http://www.gesmv.org,38.83637633,-82.15654617,US,Gallia,AGGDATA_VERIFIED: ROOFTOP
B5deca87-458a-e111-8dde-005056934050,Kroger Store Donation Center,Goodwill Industries,421 Mccarty Lane,,Jackson,OH,45640,United States,(740) 702-4000,"Donation Center,retail Store",Http://www.gwisco.org/,39.03357751,-82.61629376,US,Jackson,AGGDATA_VERIFIED: ROOFTOP
