return_id,order_id,sku,return_date,return_reason,refund_amount,refund_status
RET004018,ORD0101629,SKU000631,2025-11-14,didnt fit,1446.66,Processed
RET004019,ORD0037579,SKU009021,2026-05-03,Quality issue,105.3,Processed
RET004020,ORD0008156,SKU010473,2025-11-15,wrong item sent,410.91,Processed
RET004021,ORD0058237,SKU005082,2025-01-16,Damaged in transit,2517.89,Processed
RET004022,ORD0084668,SKU001187,2025-04-29,broken on arrival,875.94,Processed
RET004023,ORD0047461,SKU006794,2025-05-23,quality not as expected,471.5,Processed
RET004024,ORD0108216,SKU008864,2025-04-02,size too small,2714.83,Processed
RET004025,ORD0056603,SKU002691,2025-04-26,Doesn't fit properly,218.55,Pending
RET004026,ORD0044013,SKU011512,2026-03-25,packaging torn item broken,2595.06,Processed
RET004027,ORD0055445,SKU006841,2025-04-30,different sku received,341.43,Processed
RET004028,ORD0117689,SKU010087,2026-03-07,didnt fit,690.01,Processed
RET004029,ORD0025383,SKU006526,2025-03-02,colour different from image,374.22,Pending
RET004030,ORD0101711,SKU003512,2025-07-03,fabric quality bad,961.1,Processed
RET004031,ORD0094314,SKU001425,2025-12-26,different sku received,1322.32,Processed
RET004032,ORD0022886,SKU006387,2025-11-04,ordered by mistake,711.25,Processed
RET004033,ORD0071837,SKU000873,2025-05-28,product was cracked,825.71,Pending
RET004034,ORD0033387,SKU009531,2026-03-01,wrong colour delivered,625.21,Processed
RET004035,ORD0109484,SKU003660,2025-09-15,dont want it now,949.51,Processed
RET004036,ORD0041855,SKU007421,2026-10-27,size chart misleading,513.83,Processed
RET004037,ORD0094013,SKU004213,2025-11-26,size too small,921.29,Processed
RET004038,ORD0053607,SKU006452,2026-01-05,Quality issue,699.79,Processed
RET004039,ORD0011888,SKU007239,2025-11-21,defective piece,547.29,Processed
RET004040,ORD0033623,SKU001345,2026-01-20,defective piece,390.39,Processed
RET004041,ORD0111934,SKU007939,2026-11-06,Damaged in transit,1408.71,Processed
RET004042,ORD0036838,SKU001783,2026-02-03,wrong colour delivered,1100.41,Processed
RET004043,ORD0004689,SKU008002,2025-01-14,fabric quality bad,641.04,Processed
RET004044,ORD0037480,SKU010509,2026-02-12,Size issue,683.8,Processed
RET004045,ORD0014611,SKU000568,2025-04-15,arrived damaged!!,697.0,Rejected
RET004046,ORD0016059,SKU001102,2025-10-12,quality not as expected,1073.17,Processed
RET004047,ORD0016738,SKU008230,2025-02-11,product was cracked,1584.81,Processed
RET004048,ORD0009260,SKU010611,2025-11-30,size chart misleading,2921.27,Processed
RET004049,ORD0065750,SKU005364,2026-05-10,battery dead,652.88,Processed
RET004050,ORD0092921,SKU011759,2025-05-09,different sku received,935.11,Processed
RET004051,ORD0058706,SKU011011,2025-06-12,misleading description,944.15,Processed
RET004052,ORD0059180,SKU012090,2026-01-21,not durable,363.02,Processed
RET004053,ORD0109132,SKU006298,2026-05-11,size chart misleading,912.66,Processed
RET004054,ORD0027592,SKU008099,2025-01-15,not working,356.75,Pending
RET004055,ORD0024804,SKU009627,2025-09-09,delivered too late,851.31,Processed
RET004056,ORD0098402,SKU005882,2026-03-19,product was cracked,1412.22,Processed
RET004057,ORD0023347,SKU002794,2025-09-20,ordered by mistake,399.47,Processed
RET004058,ORD0018657,SKU000034,2025-06-06,Quality issue,2054.38,Processed
RET004059,ORD0016974,SKU012429,2025-08-17,looks different online,275.28,Processed
RET004060,ORD0111739,SKU000013,2025-10-22,different from website photo,746.28,Processed
RET004061,ORD0057245,SKU005071,2025-09-02,cheap material,1369.37,Processed
RET004062,ORD0105275,SKU004726,2025-10-31,item damaged,300.2,Pending
RET004063,ORD0028573,SKU011680,2025-07-11,Quality issue,1686.62,Processed
RET004064,ORD0034779,SKU009718,2025-10-27,arrived damaged!!,246.16,Processed
RET004065,ORD0119011,SKU002270,2026-03-08,colour different from image,799.01,Processed
RET004066,ORD0119681,SKU003800,2026-03-16,fabric quality bad,104.08,Processed
RET004067,ORD0006247,SKU009956,2025-11-08,no longer needed,512.34,Processed
RET004068,ORD0109659,SKU012483,2025-06-08,different sku received,162.21,Processed
RET004069,ORD0069083,SKU000774,2025-11-20,colour different from image,954.3,Processed
RET004070,ORD0021094,SKU004055,2025-09-04,misleading description,469.65,Processed
RET004071,ORD0003974,SKU002703,2025-05-04,changed my mind,218.29,Processed
RET004072,ORD0093982,SKU003861,2026-03-17,looks different online,2754.16,Pending
RET004073,ORD0064794,SKU003625,2025-02-11,quality not as expected,425.26,Processed
RET004074,ORD0109604,SKU006277,2026-04-17,too tight,3047.39,Processed
RET004075,ORD0016435,SKU007145,2026-02-04,cheap material,296.58,Processed
RET004076,ORD0095137,SKU005856,2025-09-04,received different product,413.38,Processed
RET004077,ORD0049767,SKU009911,2025-11-05,didnt fit,940.16,Processed
RET004078,ORD0016479,SKU001676,2025-12-11,cheap material,657.85,Processed
RET004079,ORD0057700,SKU009885,2026-06-30,too tight,517.82,Processed
RET004080,ORD0107157,SKU000515,2025-04-20,wrong size ordered,536.18,Processed
RET004081,ORD0099156,SKU010413,2025-12-03,stopped working after a day,558.16,Processed
RET004082,ORD0092024,SKU000064,2026-04-01,Doesn't fit properly,169.99,Processed
RET004083,ORD0082183,SKU002001,2026-02-22,quality not as expected,307.29,Processed
RET004084,ORD0110034,SKU001547,2025-05-06,broken on arrival,760.6,Processed
RET004085,ORD0099523,SKU009924,2025-10-13,defective piece,2472.51,Processed
RET004086,ORD0091199,SKU008864,2026-05-04,different from website photo,532.47,Processed
RET004087,ORD0086624,SKU003540,2025-11-07,arrived damaged!!,1506.29,Processed
RET004088,ORD0020365,SKU008806,2026-11-04,packaging torn item broken,110.07,Processed
RET004089,ORD0013388,SKU002278,2025-12-09,didnt fit,1348.2,Processed
RET004090,ORD0112368,SKU009170,2026-03-20,wrong size ordered,1768.99,Processed
RET004091,ORD0118473,SKU002752,2025-12-03,broken on arrival,933.66,Pending
RET004092,ORD0107202,SKU000874,2025-03-08,defective piece,391.16,Processed
RET004093,ORD0067370,SKU011367,2026-11-01,size chart misleading,867.24,Processed
RET004094,ORD0034889,SKU010650,2025-09-26,delivered too late,1258.37,Pending
RET004095,ORD0038076,SKU000061,2026-05-31,different sku received,684.67,Processed
RET004096,ORD0046283,SKU001506,2026-12-06,packaging torn item broken,1028.85,Processed
RET004097,ORD0009713,SKU007460,2025-09-11,fabric quality bad,823.19,Processed
RET004098,ORD0025961,SKU001381,2025-11-06,wrong size ordered,103.51,Processed
RET004099,ORD0111306,SKU004096,2026-05-04,wrong item sent,1059.19,Processed
RET004100,ORD0009247,SKU000704,2025-06-23,fabric quality bad,101.54,Processed
RET004101,ORD0058587,SKU011247,2026-03-10,size chart misleading,537.71,Processed
RET004102,ORD0019734,SKU011640,2026-04-07,poor quality,1547.91,Pending
RET004103,ORD0118629,SKU007479,2026-02-27,Not what I ordered,1074.96,Processed
RET004104,ORD0033382,SKU003319,2026-01-22,stopped working after a day,307.5,Processed
RET004105,ORD0067401,SKU002041,2026-03-27,different from website photo,575.84,Processed
RET004106,ORD0096486,SKU001109,2026-02-20,fabric quality bad,2325.87,Processed
RET004107,ORD0062595,SKU001522,2026-03-06,broken on arrival,1447.94,Processed
RET004108,ORD0104264,SKU001178,2025-10-19,wrong size ordered,1730.63,Processed
RET004109,ORD0055143,SKU009434,2025-11-02,Not what I ordered,346.4,Processed
RET004110,ORD0043920,SKU010620,2025-08-09,Size issue,352.36,Processed
RET004111,ORD0013000,SKU001487,2026-03-16,ordered by mistake,2864.96,Processed
RET004112,ORD0068549,SKU006974,2025-09-27,late delivery no longer needed,186.91,Processed
RET004113,ORD0043619,SKU001736,2025-05-28,Not what I ordered,380.48,Processed
RET004114,ORD0065780,SKU010066,2026-06-19,late delivery no longer needed,671.98,Processed
RET004115,ORD0111644,SKU007555,2026-10-29,too tight,959.3,Processed
RET004116,ORD0042627,SKU008008,2025-12-20,size too small,530.3,Processed
RET004117,ORD0076857,SKU004053,2025-02-02,changed my mind,1157.86,Processed
RET004118,ORD0070630,SKU011809,2025-06-05,ordered by mistake,361.44,Processed
RET004119,ORD0060832,SKU008652,2026-04-18,wrong colour delivered,1213.71,Processed
RET004120,ORD0053509,SKU001789,2026-11-16,packaging torn item broken,1440.58,Processed
RET004121,ORD0005651,SKU006719,2025-10-01,poor quality,209.39,Pending
RET004122,ORD0089698,SKU006799,2026-02-13,Size issue,331.96,Processed
RET004123,ORD0056134,SKU007205,2025-08-06,SIZE PROBLEM,615.62,Processed
RET004124,ORD0117470,SKU006425,2025-12-27,SIZE PROBLEM,213.21,Processed
RET004125,ORD0102512,SKU004310,2026-06-01,Size issue,1337.77,Processed
RET004126,ORD0031883,SKU007123,2026-02-13,wrong item sent,299.46,Processed
RET004127,ORD0083169,SKU000869,2025-07-16,misleading description,411.83,Processed
RET004128,ORD0078324,SKU008320,2025-06-03,not durable,645.35,Processed
RET004129,ORD0014945,SKU007119,2026-01-30,SIZE PROBLEM,1545.28,Processed
RET004130,ORD0013373,SKU011253,2025-07-26,not durable,1194.9,Processed
RET004131,ORD0115921,SKU007992,2025-08-14,different from website photo,931.57,Processed
RET004132,ORD0089825,SKU005984,2026-10-23,changed my mind,1760.28,Pending
RET004133,ORD0100090,SKU002441,2025-06-13,SIZE PROBLEM,150.14,Pending
RET004134,ORD0049173,SKU005160,2026-03-09,colour different from image,738.98,Processed
RET004135,ORD0077606,SKU001553,2025-04-09,too tight,2786.95,Rejected
RET004136,ORD0079603,SKU010564,2025-12-09,battery dead,652.63,Processed
RET004137,ORD0023934,SKU008128,2025-01-25,packaging torn item broken,3312.02,Processed
RET004138,ORD0073852,SKU009278,2025-10-11,wrong item sent,208.98,Processed
RET004139,ORD0063014,SKU007660,2025-06-01,packaging torn item broken,1258.13,Processed
RET004140,ORD0055826,SKU002375,2026-04-04,item damaged,414.93,Processed
RET004141,ORD0032374,SKU000514,2025-10-20,poor quality,1208.8,Pending
RET004142,ORD0007306,SKU008996,2025-03-02,product was cracked,5290.15,Processed
RET004143,ORD0102180,SKU005750,2025-07-22,wrong colour delivered,968.02,Processed
RET004144,ORD0074574,SKU003092,2025-11-11,SIZE PROBLEM,427.87,Pending
RET004145,ORD0041034,SKU010594,2025-02-11,size too small,441.71,Processed
RET004146,ORD0052656,SKU008864,2025-08-13,dont want it now,1126.27,Processed
RET004147,ORD0103049,SKU010550,2026-03-25,different sku received,1675.55,Processed
RET004148,ORD0065913,SKU005818,2025-06-07,Quality issue,436.98,Processed
RET004149,ORD0085498,SKU007495,2025-08-06,wrong colour delivered,930.99,Processed
RET004150,ORD0002589,SKU009443,2025-11-22,Doesn't fit properly,476.97,Processed
RET004151,ORD0056621,SKU011774,2025-02-23,wrong colour delivered,189.34,Processed
RET004152,ORD0075263,SKU007443,2025-12-14,Doesn't fit properly,1511.71,Processed
RET004153,ORD0056785,SKU010333,2025-10-22,SIZE PROBLEM,2069.31,Processed
RET004154,ORD0100421,SKU000793,2025-04-06,colour different from image,928.89,Processed
RET004155,ORD0035436,SKU005597,2025-09-03,wrong colour delivered,535.97,Processed
RET004156,ORD0101718,SKU001085,2025-11-11,different from website photo,503.9,Processed
RET004157,ORD0066111,SKU001162,2025-10-25,looks different online,104.43,Processed
RET004158,ORD0105881,SKU005459,2025-03-10,no longer needed,638.95,Processed
RET004159,ORD0055545,SKU003013,2026-07-22,didnt fit,315.71,Processed
RET004160,ORD0042623,SKU011017,2025-03-28,ordered by mistake,1753.43,Processed
RET004161,ORD0092536,SKU001988,2026-04-22,ordered by mistake,326.77,Processed
RET004162,ORD0026175,SKU005778,2025-11-04,not durable,288.14,Processed
RET004163,ORD0032579,SKU000439,2026-02-11,Damaged in transit,922.73,Processed
RET004164,ORD0077379,SKU000272,2025-07-08,wrong size ordered,1206.23,Processed
RET004165,ORD0037530,SKU011826,2026-05-19,different from website photo,352.78,Pending
RET004166,ORD0107903,SKU009341,2026-03-07,size chart misleading,1120.04,Processed
RET004167,ORD0108514,SKU012243,2026-04-03,battery dead,71.9,Processed
RET004168,ORD0083506,SKU005192,2025-04-12,different sku received,616.22,Processed
RET004169,ORD0025619,SKU009827,2026-04-17,colour different from image,189.01,Processed
RET004170,ORD0072572,SKU006422,2026-05-10,SIZE PROBLEM,1288.74,Processed
RET004171,ORD0081988,SKU010673,2026-12-09,broken on arrival,148.49,Processed
RET004172,ORD0068357,SKU007908,2025-09-22,packaging torn item broken,1072.31,Processed
RET004173,ORD0091897,SKU001510,2025-12-04,wrong colour delivered,93.86,Processed
RET004174,ORD0055812,SKU007861,2026-01-10,not working,192.36,Processed
RET004175,ORD0029711,SKU011907,2025-10-17,battery dead,496.41,Processed
RET004176,ORD0060965,SKU002447,2026-03-05,size too small,504.73,Processed
RET004177,ORD0001909,SKU010107,2025-11-14,fabric quality bad,334.74,Processed
RET004178,ORD0009169,SKU007187,2026-06-12,delivered too late,853.29,Processed
RET004179,ORD0088211,SKU004350,2026-03-01,fabric quality bad,7873.09,Processed
RET004180,ORD0069163,SKU000126,2025-04-22,packaging torn item broken,1026.56,Processed
RET004181,ORD0076770,SKU010837,2025-07-27,received different product,941.83,Processed
RET004182,ORD0015763,SKU004725,2026-05-11,colour different from image,240.06,Processed
RET004183,ORD0014039,SKU000556,2026-03-21,fabric quality bad,971.29,Processed
RET004184,ORD0104674,SKU001186,2026-12-13,not as described,122.26,Processed
RET004185,ORD0111140,SKU008792,2026-07-14,Not what I ordered,592.05,Processed
RET004186,ORD0002748,SKU010857,2026-01-04,battery dead,2469.65,Processed
RET004187,ORD0044464,SKU002635,2025-04-25,delivered too late,516.14,Processed
RET004188,ORD0058133,SKU011541,2025-02-11,quality not as expected,779.14,Processed
RET004189,ORD0066521,SKU008291,2025-08-24,changed my mind,1534.78,Pending
RET004190,ORD0021596,SKU010259,2025-10-03,fabric quality bad,3227.24,Processed
RET004191,ORD0066019,SKU009731,2025-10-27,delivered too late,1476.22,Processed
RET004192,ORD0068479,SKU008886,2025-07-23,wrong item sent,818.02,Processed
RET004193,ORD0004921,SKU003504,2025-11-01,colour different from image,471.98,Processed
RET004194,ORD0048480,SKU001323,2026-04-22,packaging torn item broken,248.18,Processed
RET004195,ORD0114548,SKU003194,2025-04-13,wrong size ordered,476.74,Processed
RET004196,ORD0086581,SKU010224,2026-11-04,dont want it now,713.84,Processed
RET004197,ORD0066483,SKU001032,2025-10-07,found cheaper elsewhere,1394.8,Pending
RET004198,ORD0092680,SKU010865,2026-12-02,ordered by mistake,538.76,Processed
RET004199,ORD0085084,SKU001600,2025-01-15,different from website photo,422.86,Processed
RET004200,ORD0000931,SKU001620,2026-02-03,product was cracked,384.74,Rejected
RET004201,ORD0091321,SKU001502,2026-05-12,quality not as expected,909.4,Processed
RET004202,ORD0087147,SKU011211,2025-11-18,colour different from image,167.16,Pending
RET004203,ORD0117745,SKU008363,2025-12-12,wrong size ordered,1067.95,Processed
RET004204,ORD0019180,SKU009694,2025-08-14,Doesn't fit properly,261.54,Processed
RET004205,ORD0105690,SKU004442,2026-07-02,Doesn't fit properly,2480.72,Processed
RET004206,ORD0027322,SKU005995,2025-12-09,not working,297.46,Processed
RET004207,ORD0085894,SKU002763,2025-08-14,late delivery no longer needed,751.42,Processed
RET004208,ORD0033771,SKU009220,2026-07-07,received different product,331.78,Processed
RET004209,ORD0005905,SKU007162,2026-01-12,size chart misleading,376.34,Processed
RET004210,ORD0009260,SKU011325,2025-11-19,device faulty,218.97,Processed
RET004211,ORD0071556,SKU002709,2025-05-12,not durable,784.48,Rejected
RET004212,ORD0089773,SKU007091,2026-04-22,product was cracked,516.46,Processed
RET004213,ORD0113383,SKU002755,2025-04-19,poor quality,838.22,Processed
RET004214,ORD0100635,SKU010679,2025-08-29,found cheaper elsewhere,1045.08,Processed
RET004215,ORD0068572,SKU003385,2025-07-17,broken on arrival,308.48,Processed
RET004216,ORD0077453,SKU004458,2025-03-20,wrong size ordered,174.18,Processed
RET004217,ORD0110894,SKU003919,2026-12-08,poor quality,418.02,Processed
RET004218,ORD0056892,SKU004900,2025-07-25,stopped working after a day,1082.94,Processed
RET004219,ORD0037079,SKU005403,2025-10-01,Damaged in transit,888.07,Processed
RET004220,ORD0088876,SKU009437,2025-05-16,misleading description,624.64,Processed
RET004221,ORD0065911,SKU006943,2026-02-23,Doesn't fit properly,1208.19,Processed
RET004222,ORD0112382,SKU000219,2025-03-16,cheap material,1882.04,Processed
RET004223,ORD0103169,SKU010900,2025-04-19,packaging torn item broken,220.54,Processed
RET004224,ORD0043033,SKU003081,2026-12-12,arrived damaged!!,293.5,Processed
RET004225,ORD0118625,SKU005420,2025-11-18,battery dead,1048.57,Pending
RET004226,ORD0040244,SKU007447,2026-02-16,arrived after event,677.76,Processed
RET004227,ORD0008172,SKU002177,2025-03-21,poor quality,188.58,Processed
RET004228,ORD0075769,SKU007101,2025-02-13,item damaged,1703.82,Pending
RET004229,ORD0010375,SKU010912,2025-11-11,Doesn't fit properly,253.51,Processed
RET004230,ORD0111876,SKU002486,2026-05-03,not durable,1297.45,Processed
RET004231,ORD0044753,SKU008057,2025-11-26,didnt fit,59.22,Processed
RET004232,ORD0040017,SKU011256,2025-09-20,didnt fit,195.74,Processed
RET004233,ORD0019999,SKU009471,2025-12-17,quality not as expected,1285.97,Processed
RET004234,ORD0060076,SKU006362,2025-06-01,looks different online,231.51,Processed
RET004235,ORD0006923,SKU003440,2025-10-07,colour different from image,343.49,Processed
RET004236,ORD0061443,SKU009439,2025-09-04,defective piece,4069.85,Processed
RET004237,ORD0005278,SKU006927,2026-02-24,cheap material,1441.2,Pending
RET004238,ORD0024298,SKU011328,2025-06-10,fabric quality bad,802.07,Processed
RET004239,ORD0091580,SKU002407,2026-05-03,not working,864.89,Processed
RET004240,ORD0047087,SKU003212,2026-07-26,late delivery no longer needed,768.38,Processed
RET004241,ORD0115234,SKU000883,2025-10-29,broken on arrival,662.09,Pending
RET004242,ORD0007196,SKU007276,2025-11-20,dont want it now,820.69,Processed
RET004243,ORD0104247,SKU007431,2025-12-13,stopped working after a day,792.13,Processed
RET004244,ORD0108245,SKU007798,2026-04-01,SIZE PROBLEM,370.1,Processed
RET004245,ORD0105134,SKU005569,2025-04-14,broken on arrival,1349.34,Processed
RET004246,ORD0072178,SKU012440,2025-11-26,different from website photo,424.61,Processed
RET004247,ORD0103723,SKU007431,2025-04-06,wrong size ordered,248.34,Processed
RET004248,ORD0014039,SKU009425,2026-04-10,not working,638.65,Processed
RET004249,ORD0119623,SKU000453,2026-01-26,Damaged in transit,618.87,Processed
RET004250,ORD0097193,SKU000090,2026-03-23,item damaged,505.4,Processed
RET004251,ORD0105881,SKU002612,2025-02-18,wrong size ordered,926.72,Processed
RET004252,ORD0081889,SKU012218,2026-03-17,packaging torn item broken,198.48,Processed
RET004253,ORD0040156,SKU001955,2025-02-12,Delayed delivery,349.11,Processed
RET004254,ORD0110781,SKU009516,2025-08-24,Not what I ordered,1154.92,Processed
RET004255,ORD0118758,SKU003403,2025-08-19,too tight,255.85,Processed
RET004256,ORD0081000,SKU008514,2026-10-29,looks different online,358.72,Processed
RET004257,ORD0028409,SKU003359,2026-06-06,wrong item sent,461.18,Processed
RET004258,ORD0054326,SKU005232,2025-08-30,different from website photo,544.09,Processed
RET004259,ORD0000467,SKU001160,2026-11-19,colour different from image,1667.95,Processed
RET004260,ORD0021039,SKU000066,2025-08-16,SIZE PROBLEM,1500.82,Processed
RET004261,ORD0085128,SKU003802,2026-01-05,delivered too late,571.98,Rejected
RET004262,ORD0054149,SKU001539,2025-11-17,packaging torn item broken,2259.63,Processed
RET004263,ORD0017700,SKU008020,2026-05-08,not durable,449.62,Processed
RET004264,ORD0069851,SKU008104,2025-02-18,received different product,397.61,Processed
RET004265,ORD0011674,SKU000461,2026-02-11,Delayed delivery,995.79,Rejected
RET004266,ORD0015940,SKU003348,2026-05-15,arrived damaged!!,676.34,Processed
RET004267,ORD0028586,SKU003133,2026-03-23,size chart misleading,1009.76,Processed
RET004268,ORD0089414,SKU009200,2026-04-03,late delivery no longer needed,1448.95,Processed
RET004269,ORD0078060,SKU011963,2026-05-01,colour different from image,1898.54,Processed
RET004270,ORD0077026,SKU008391,2026-06-17,didnt fit,633.24,Processed
RET004271,ORD0077453,SKU008047,2025-04-09,broken on arrival,323.43,Processed
RET004272,ORD0004730,SKU008354,2026-05-28,quality not as expected,301.4,Processed
RET004273,ORD0034121,SKU005788,2026-06-30,didnt fit,363.16,Processed
RET004274,ORD0105861,SKU003363,2025-07-05,no longer needed,2262.1,Processed
RET004275,ORD0075011,SKU006966,2025-04-16,didnt fit,491.95,Rejected
RET004276,ORD0068604,SKU003445,2025-11-08,wrong item sent,440.39,Processed
RET004277,ORD0092465,SKU005506,2025-01-30,late delivery no longer needed,185.23,Processed
RET004278,ORD0019473,SKU010204,2025-12-30,broken on arrival,927.43,Processed
RET004279,ORD0003976,SKU003648,2025-04-08,defective piece,1492.18,Rejected
RET004280,ORD0026767,SKU007586,2025-10-08,broken on arrival,735.67,Processed
RET004281,ORD0086991,SKU001805,2025-05-28,changed my mind,358.3,Processed
RET004282,ORD0029130,SKU004296,2025-10-12,Damaged in transit,1837.79,Processed
RET004283,ORD0070378,SKU004623,2025-08-31,dont want it now,1896.13,Processed
RET004284,ORD0006367,SKU003896,2026-01-07,wrong item sent,983.33,Processed
RET004285,ORD0033904,SKU003896,2026-11-19,received different product,539.84,Processed
RET004286,ORD0084112,SKU010866,2026-02-11,not working,384.71,Processed
RET004287,ORD0053607,SKU002138,2026-01-03,not as described,487.1,Pending
RET004288,ORD0013576,SKU008652,2026-03-11,different from website photo,284.3,Processed
RET004289,ORD0117521,SKU009414,2026-03-28,not durable,1907.76,Processed
RET004290,ORD0063204,SKU010474,2026-03-31,product was cracked,449.49,Processed
RET004291,ORD0028295,SKU000143,2026-06-29,size too small,576.98,Processed
RET004292,ORD0025979,SKU011036,2025-04-01,broken on arrival,294.22,Processed
RET004293,ORD0110527,SKU007480,2025-12-09,misleading description,1266.82,Processed
RET004294,ORD0029528,SKU009471,2026-02-22,received different product,732.95,Processed
RET004295,ORD0091372,SKU010044,2025-03-28,broken on arrival,385.07,Processed
RET004296,ORD0034580,SKU011806,2025-08-02,delivered too late,212.57,Processed
RET004297,ORD0057700,SKU008341,2026-06-28,wrong size ordered,236.71,Processed
RET004298,ORD0005924,SKU007500,2025-09-26,fabric quality bad,3085.27,Processed
RET004299,ORD0018339,SKU006522,2026-03-30,Damaged in transit,5613.55,Processed
RET004300,ORD0058133,SKU005784,2025-01-20,quality not as expected,492.42,Processed
RET004301,ORD0031329,SKU010324,2025-02-01,Not what I ordered,141.46,Processed
RET004302,ORD0070599,SKU004454,2025-08-28,wrong size ordered,744.61,Processed
RET004303,ORD0053169,SKU011942,2025-08-17,not durable,285.66,Rejected
RET004304,ORD0008530,SKU009532,2026-05-03,defective piece,1156.75,Processed
RET004305,ORD0030429,SKU011019,2025-02-19,too tight,312.57,Processed
RET004306,ORD0051771,SKU008011,2026-05-17,poor quality,495.84,Processed
RET004307,ORD0092039,SKU007459,2025-07-26,wrong size ordered,324.84,Processed
RET004308,ORD0011770,SKU010060,2026-02-19,Quality issue,1133.83,Processed
RET004309,ORD0010536,SKU000849,2026-05-25,item damaged,432.77,Processed
RET004310,ORD0068032,SKU009347,2026-04-21,SIZE PROBLEM,307.9,Processed
RET004311,ORD0087570,SKU007021,2026-06-29,SIZE PROBLEM,833.82,Rejected
RET004312,ORD0087829,SKU010119,2025-12-13,no longer needed,759.88,Processed
RET004313,ORD0029027,SKU006311,2025-11-11,wrong size ordered,277.77,Processed
RET004314,ORD0019639,SKU005702,2026-03-06,found cheaper elsewhere,565.98,Processed
RET004315,ORD0016065,SKU002951,2025-03-08,not durable,466.45,Processed
RET004316,ORD0024620,SKU010688,2025-11-15,didnt fit,648.58,Processed
RET004317,ORD0012295,SKU003604,2025-01-10,device faulty,878.62,Processed
RET004318,ORD0060578,SKU005336,2026-01-07,looks different online,317.8,Processed
RET004319,ORD0088342,SKU007353,2025-02-26,Size issue,2129.87,Processed
RET004320,ORD0064461,SKU011800,2026-01-10,Damaged in transit,336.04,Processed
RET004321,ORD0021482,SKU002694,2025-02-28,poor quality,1672.83,Processed
RET004322,ORD0097642,SKU009828,2025-09-30,Quality issue,520.63,Processed
RET004323,ORD0039893,SKU005856,2025-03-23,quality not as expected,1032.98,Processed
RET004324,ORD0079558,SKU006732,2025-01-18,found cheaper elsewhere,183.67,Processed
RET004325,ORD0084800,SKU002181,2026-05-09,arrived damaged!!,1580.8,Processed
RET004326,ORD0081530,SKU004339,2025-12-29,size too small,569.73,Processed
RET004327,ORD0099921,SKU011575,2026-04-11,size chart misleading,1394.13,Processed
RET004328,ORD0069705,SKU010054,2025-10-08,delivered too late,1378.61,Processed
RET004329,ORD0015432,SKU004487,2026-03-23,too tight,409.01,Processed
RET004330,ORD0029027,SKU012461,2025-11-28,packaging torn item broken,275.39,Rejected
RET004331,ORD0078766,SKU004943,2026-02-18,different sku received,178.68,Processed
RET004332,ORD0089679,SKU001815,2026-01-01,product was cracked,1686.12,Processed
RET004333,ORD0041159,SKU011965,2025-07-18,packaging torn item broken,394.86,Processed
RET004334,ORD0019639,SKU006223,2026-03-25,looks different online,404.25,Pending
RET004335,ORD0092165,SKU001240,2025-09-16,cheap material,1187.46,Processed
RET004336,ORD0119278,SKU004874,2026-04-17,late delivery no longer needed,306.95,Processed
RET004337,ORD0102648,SKU004024,2025-04-19,received different product,529.18,Processed
RET004338,ORD0067134,SKU012481,2026-06-27,different from website photo,154.36,Processed
RET004339,ORD0042068,SKU000606,2025-04-20,changed my mind,1221.57,Processed
RET004340,ORD0076834,SKU001564,2025-09-05,Size issue,863.65,Pending
RET004341,ORD0001047,SKU002200,2025-07-17,late delivery no longer needed,225.93,Processed
RET004342,ORD0035448,SKU001076,2025-10-28,cheap material,2118.16,Processed
RET004343,ORD0025631,SKU004764,2025-11-21,broken on arrival,845.69,Rejected
RET004344,ORD0008462,SKU007266,2025-05-21,different from website photo,1331.37,Processed
RET004345,ORD0009925,SKU005377,2025-12-19,not working,752.82,Processed
RET004346,ORD0041724,SKU003012,2026-03-21,SIZE PROBLEM,404.46,Processed
RET004347,ORD0017951,SKU006748,2025-03-16,size chart misleading,278.94,Processed
RET004348,ORD0088163,SKU005359,2026-11-11,poor quality,171.61,Processed
RET004349,ORD0023347,SKU003030,2025-09-16,packaging torn item broken,169.06,Processed
RET004350,ORD0112510,SKU004721,2026-04-10,wrong size ordered,180.91,Processed
RET004351,ORD0081749,SKU000591,2026-03-27,fabric quality bad,883.03,Rejected
RET004352,ORD0117353,SKU009702,2026-05-15,size chart misleading,713.23,Processed
RET004353,ORD0053489,SKU001069,2026-01-27,Damaged in transit,218.96,Processed
RET004354,ORD0066223,SKU004213,2026-11-22,fabric quality bad,500.45,Processed
RET004355,ORD0111749,SKU004322,2025-06-09,wrong size ordered,1339.92,Processed
RET004356,ORD0017592,SKU008137,2025-09-08,Doesn't fit properly,390.12,Rejected
RET004357,ORD0046078,SKU004606,2025-10-12,Quality issue,641.45,Processed
RET004358,ORD0093117,SKU005493,2025-12-07,colour different from image,514.18,Processed
RET004359,ORD0025456,SKU008204,2025-10-09,too tight,394.61,Processed
RET004360,ORD0108847,SKU010475,2025-02-28,no longer needed,1904.52,Processed
RET004361,ORD0073258,SKU000899,2026-06-14,wrong colour delivered,128.9,Processed
RET004362,ORD0041132,SKU000085,2025-02-09,product was cracked,1147.89,Processed
RET004363,ORD0032302,SKU012159,2025-01-17,stopped working after a day,241.6,Processed
RET004364,ORD0099723,SKU006095,2025-10-07,size chart misleading,783.78,Rejected
RET004365,ORD0053430,SKU012403,2025-09-27,not as described,830.34,Processed
